sa2_code,indicator_key,raw_value,score,rating,reference_period,start_year,end_year,quality_status,quality_note,coverage_fraction,method_id
210051545,green_space_per_resident,23.018095132620946,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
211011251,rent_weekly,376,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
211011251,population_growth,3.0480295566502464,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
211011251,transport_access,4.46906776287187,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
211011251,green_space_per_resident,28.25578947013408,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
211011254,rent_weekly,425,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
211011254,population_growth,1.2693935119887165,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
211011254,transport_access,3.9397376973233142,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999979,ptal-area-weighted-mean-v1
211011254,green_space_per_resident,94.3525575582768,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
211011255,rent_weekly,435,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
211011255,population_growth,-2.646280505733608,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
211011255,transport_access,0.3139853374913919,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
211011255,green_space_per_resident,859.4913911590476,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
211011256,rent_weekly,425,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
211011256,population_growth,-0.34752938202957157,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
211011256,transport_access,4.436470307451118,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
211011256,green_space_per_resident,44.8362050282258,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
211011257,rent_weekly,450,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
211011257,population_growth,-3.6321103176557497,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
211011257,transport_access,2.278018729034202,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
211011257,green_space_per_resident,71.40373779624733,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
211011258,rent_weekly,471,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
211011258,population_growth,-1.6366003347591593,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
211011258,transport_access,1.3691650430300437,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999792,ptal-area-weighted-mean-v1
211011258,green_space_per_resident,114.50607378599365,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
